"","Glottocode","Family","InventoryID","Phonemes","Nonlabiodental.phonemes","Fricatives","Nonlabiodental.Fricatives","Labiodentals","Subsistence.AUTOTYP","Subsistence.TOM","Area","Latitude","Longitude","has.labiodentals","Dist"
"859","jiar1240","Sino-Tibetan [sino1245]",1208,57,57,10,10,0,NA,"AGR","S/SE Asia",NA,NA,FALSE,NA
"860","juan1238","Austroasiatic [aust1305]",1089,29,29,1,1,0,"HG","HG","S/SE Asia",21.2606,85.5845,FALSE,11683.6060368644
"861","jude1256","Indo-European [indo1319]",2284,31,29,9,7,2,NA,"AGR","W and SW Eurasia",42.068306,48.264749,TRUE,8242.74861230415
"862","kaba1278","Abkhaz-Adyge [abkh1242]",4,56,53,23,20,3,NA,"AGR","W and SW Eurasia",43.5082,43.3918,TRUE,8072.41942700459
"863","kach1280","Sino-Tibetan [sino1245]",387,30,30,3,3,0,NA,"AGR","S/SE Asia",25.4634,97.3278,FALSE,12637.6587392156
"864","kalm1243","Mongolic [mong1329]",2599,39,37,NA,NA,2,NA,"AGR","W and SW Eurasia",46.566667,45.316667,TRUE,8435.06721278315
"865","kama1351","Uralic [ural1272]",2459,37,37,NA,NA,0,NA,"AGR","N-C Asia",55.07,94.83,FALSE,11886.5893621152
"866","kang1280","Indo-European [indo1319]",1733,41,41,1,1,0,NA,"AGR","S/SE Asia",31.915,76.366,FALSE,10477.7821875775
"867","kang1281","Mongolic [mong1329]",2301,36,34,9,7,2,NA,"AGR","S/SE Asia",35.043,101.254,TRUE,12662.5709525749
"868","kara1462","Turkic [turk1311]",2540,67,66,NA,NA,1,"HG","HG","N-C Asia",53.7145,98.3792,TRUE,12115.0602922796
"869","kara1464","Turkic [turk1311]",2403,37,37,6,6,0,NA,"AGR","N-C Asia",54.5534,25.1054,FALSE,9052.33293224738
"870","kara1467","Turkic [turk1311]",2318,39,37,NA,NA,2,NA,"AGR","N-C Asia",39.98,63.3223,TRUE,9310.10922438061
"871","kara1474","Nakh-Daghestanian [nakh1245]",2580,56,56,NA,NA,0,NA,"AGR","W and SW Eurasia",42.6501,46.3151,FALSE,8161.97841033783
"872","karb1241","Sino-Tibetan [sino1245]",1736,39,39,2,2,0,NA,"AGR","S/SE Asia",25.7317,93.0462,FALSE,12223.4402518578
"873","kare1335","Uralic [ural1272]",2446,30,29,NA,NA,1,NA,"AGR","N-C Asia",65.1691,30.8655,TRUE,10179.1155908139
"874","kash1277","Indo-European [indo1319]",174,56,56,3,3,0,NA,"AGR","S/SE Asia",34.166825,74.330455,FALSE,10257.5780662441
"875","kett1243","Yeniseian [yeni1252]",2,32,32,4,4,0,"HG","HG","N-C Asia",63.7551,87.5466,FALSE,11643.5420206288
"876","khak1248","Turkic [turk1311]",2433,39,37,NA,NA,2,NA,"AGR","N-C Asia",50.7393,107.169,TRUE,12744.5673492842
"877","kham1282","Sino-Tibetan [sino1245]",2328,61,61,NA,NA,0,NA,"AGR","S/SE Asia",31.9313,91.7062,FALSE,11896.8389783933
"878","khan1273","Uralic [ural1272]",1137,31,31,3,3,0,"HG","HG","N-C Asia",62.4308,66.1218,FALSE,10625.8999907885
"879","khar1287","Austroasiatic [aust1305]",909,47,46,4,3,1,NA,"AGR","S/SE Asia",22.3571,84.3922,TRUE,11524.587855059
"880","khas1269","Austroasiatic [aust1305]",12,28,28,3,3,0,"AGR","AGR","S/SE Asia",24.977,91.9998,FALSE,12152.3805761881
"881","khez1235","Sino-Tibetan [sino1245]",1742,50,45,8,6,5,NA,"AGR","S/SE Asia",25.7078,94.3114,TRUE,12343.9066270368
"882","khmu1256","Austroasiatic [aust1305]",412,41,41,2,2,0,NA,"AGR","S/SE Asia",20.2463,101.671,FALSE,13270.1978852562
"883","kild1236","Uralic [ural1272]",2260,128,125,NA,NA,3,"AGR","AGR","N-C Asia",68.2158,35.8348,TRUE,10525.1164351442
"884","kima1244","Austronesian [aust1307]",1668,23,23,1,1,0,NA,"AGR","S/SE Asia",6.61982,116.96,FALSE,15428.7281235671
"885","kinn1249","Sino-Tibetan [sino1245]",1226,46,44,7,5,2,NA,"AGR","S/SE Asia",31.3688,78.3148,TRUE,10670.2575523838
"886","kirg1245","Turkic [turk1311]",188,36,35,6,5,1,NA,"AGR","N-C Asia",42,74,TRUE,10231.5539105646
"887","koda1255","Dravidian [drav1251]",1743,52,52,5,5,0,NA,"AGR","S/SE Asia",12.2443,75.9161,FALSE,11193.6073438892
"888","koho1244","Austroasiatic [aust1305]",425,37,37,2,2,0,NA,"AGR","S/SE Asia",11.6444,108.057,FALSE,14303.7689442264
"889","kokb1239","Sino-Tibetan [sino1245]",1794,34,34,3,3,0,NA,"AGR","S/SE Asia",23.1916,91.4673,FALSE,12170.5828355277
"890","komi1268","Uralic [ural1272]",182,36,34,9,7,2,NA,"AGR","N-C Asia",64.0527,54.946,TRUE,10382.3009522666
"891","komi1269","Uralic [ural1272]",2575,37,35,NA,NA,2,NA,"AGR","N-C Asia",59.6602,54.7959,TRUE,9980.4166296936
"892","kond1295","Dravidian [drav1251]",1745,43,43,3,3,0,"AGR","AGR","S/SE Asia",18.26754,82.93402,FALSE,11557.6511951775
"893","konk1267","Indo-European [indo1319]",422,37,36,3,2,1,NA,"AGR","S/SE Asia",19.2414,73.9166,TRUE,10645.9980189997
"894","kore1280","Koreanic [kore1284]",2197,48,48,NA,NA,0,"AGR","AGR","N-C Asia",37.5,128,FALSE,14793.0601973435
"895","kork1243","Austroasiatic [aust1305]",2528,41,41,NA,NA,0,NA,"AGR","S/SE Asia",21.8358,77.5541,FALSE,10886.025193508
"896","korr1238","Dravidian [drav1251]",1748,34,34,2,2,0,NA,"AGR","S/SE Asia",12.9163,75.2,FALSE,11088.8606261078
"897","kory1246","Chukotko-Kamchatkan [chuk1271]",427,21,20,3,2,1,"HG","HG","N-C Asia",63.8977,166.695,TRUE,15133.0330752499
"898","kota1263","Dravidian [drav1251]",9,34,33,2,1,1,NA,"AGR","S/SE Asia",11.4978,76.9387,TRUE,11331.5901831119
"899","koya1251","Dravidian [drav1251]",401,24,23,2,2,1,NA,"AGR","S/SE Asia",17.6772,81.2096,TRUE,11418.7166411323
"900","kuii1252","Dravidian [drav1251]",1752,39,38,3,2,1,NA,"AGR","S/SE Asia",19.2043,83.5859,TRUE,11578.5377883296
"901","kulu1253","Sino-Tibetan [sino1245]",917,43,43,2,2,0,NA,"AGR","S/SE Asia",27.1606,87.5717,FALSE,11655.4276138689
"902","kuma1273","Indo-European [indo1319]",1753,42,42,1,1,0,NA,"AGR","S/SE Asia",29.5622,80.0171,FALSE,10871.187961399
"903","kumy1244","Turkic [turk1311]",2355,31,30,8,7,1,NA,"AGR","W and SW Eurasia",43,47,TRUE,8229.4831777586
"904","kumz1235","Indo-European [indo1319]",2221,35,34,NA,NA,1,NA,"AGR","W and SW Eurasia",26.1602,56.4202,TRUE,8696.66762082756
"905","kuni1268","Japonic [japo1237]",2336,25,25,NA,NA,0,NA,"AGR","S/SE Asia",26.5911,128.068,FALSE,15379.7616259917
"906","kuru1302","Dravidian [drav1251]",7,68,68,4,4,0,NA,"HG","S/SE Asia",24.4644,86.4657,FALSE,11643.6518265735
"907","kusu1250","Kusunda [kusu1250][kgg]",919,38,38,2,2,0,"HG","HG","S/SE Asia",29.1766,80.6309,FALSE,10939.0412379027
"908","kuvi1243","Dravidian [drav1251]",920,37,36,3,2,1,NA,"AGR","S/SE Asia",18.8832,83.7552,TRUE,11609.1043846158
"909","kuyy1240","Austroasiatic [aust1305]",916,47,46,3,2,1,NA,"AGR","S/SE Asia",14.6698,104.911,TRUE,13846.880805278
